2025-02-28 00:41:58,176,5,Very Wet
2025-02-28 00:46:58,-2,465,Dry
2025-02-28 00:51:58,-2,467,Dry
2025-02-28 00:56:58,-2,465,Dry
2025-02-28 01:01:58,-2,465,Dry
2025-02-28 01:06:58,-2,465,Dry
2025-02-28 01:11:58,-2,465,Dry
2025-02-28 01:16:58,-2,467,Dry
2025-02-28 01:21:58,-4,472,Dry
2025-02-28 01:26:58,-2,466,Dry
2025-02-28 01:31:58,-2,466,Dry
2025-02-28 01:36:58,-2,467,Dry
2025-02-28 01:41:58,-2,466,Dry
2025-02-28 01:46:58,-2,467,Dry
2025-02-28 01:51:58,175,7,Very Wet
2025-02-28 01:56:58,-2,466,Dry
2025-02-28 02:01:58,-2,466,Dry
2025-02-28 02:06:59,-2,466,Dry
2025-02-28 02:11:59,-2,466,Dry
2025-02-28 02:16:59,-3,468,Dry
2025-02-28 02:21:59,-2,466,Dry
2025-02-28 02:26:59,-2,466,Dry
2025-02-28 02:31:59,-2,466,Dry
2025-02-28 02:36:59,-3,468,Dry
2025-02-28 02:41:59,-2,465,Dry
2025-02-28 02:46:59,-2,465,Dry
2025-02-28 02:51:59,-2,465,Dry
2025-02-28 02:56:59,-2,465,Dry
2025-02-28 03:01:59,-2,467,Dry
2025-02-28 03:06:59,-2,465,Dry
2025-02-28 03:11:59,-2,465,Dry
2025-02-28 03:16:59,-2,465,Dry
2025-02-28 03:21:59,-2,465,Dry
2025-02-28 03:26:59,-2,467,Dry
2025-02-28 03:31:59,-4,472,Dry
2025-02-28 03:36:59,-2,466,Dry
2025-02-28 03:41:59,-2,466,Dry
2025-02-28 03:46:59,-2,467,Dry
2025-02-28 03:51:59,-2,466,Dry
2025-02-28 03:56:59,-2,467,Dry
2025-02-28 04:01:59,-2,466,Dry
2025-02-28 04:06:59,-2,465,Dry
2025-02-28 04:11:59,-3,468,Dry
2025-02-28 04:17:00,-1,464,Dry
2025-02-28 04:22:00,-1,464,Dry
2025-02-28 04:27:00,-1,464,Dry
2025-02-28 04:32:00,-1,464,Dry
2025-02-28 04:37:00,-1,464,Dry
2025-02-28 04:42:00,-2,466,Dry
2025-02-28 04:47:00,-1,464,Dry
2025-02-28 04:52:00,-2,465,Dry
2025-02-28 04:57:00,-1,464,Dry
2025-02-28 05:02:00,-1,464,Dry
2025-02-28 05:07:00,-1,464,Dry
2025-02-28 05:12:00,-2,466,Dry
2025-02-28 05:17:00,-1,464,Dry
2025-02-28 05:22:00,-1,464,Dry
2025-02-28 05:27:00,-2,466,Dry
2025-02-28 05:32:00,-2,466,Dry
2025-02-28 05:37:00,-2,465,Dry
2025-02-28 05:42:00,-1,464,Dry
2025-02-28 05:47:00,-1,464,Dry
2025-02-28 05:52:00,-1,464,Dry
2025-02-28 05:57:00,-1,464,Dry
2025-02-28 06:02:00,-1,464,Dry
2025-02-28 06:07:00,-1,464,Dry
2025-02-28 06:12:00,-2,466,Dry
2025-02-28 06:17:00,-3,468,Dry
2025-02-28 06:22:00,-3,468,Dry
2025-02-28 06:27:01,-2,465,Dry
2025-02-28 06:32:01,-1,464,Dry
2025-02-28 06:37:01,-1,464,Dry
2025-02-28 06:42:01,-1,464,Dry
2025-02-28 06:47:01,-1,464,Dry
2025-02-28 06:52:01,-1,464,Dry
2025-02-28 06:57:01,-1,464,Dry
2025-02-28 07:02:01,-1,464,Dry
2025-02-28 07:07:01,-1,464,Dry
